"ParticipantID","CB_ACC","CB_RTc","CB_LogRTc","CB_LogRTperC","CB_RTperCcorrect","CB_ACC_forward","CB_RTc_forward","CB_LogRTc_1","CB_LogRTperC_forward","CB_LogRTc_1_forward","CB_RTperCcorrect_forward","CB_ACC_backward","CB_RTc_backward","CB_LogRTc_backward","CB_LogRTc_1_backward","CB_RTperCcorrect_back","CB_Totalclick","CB_Correctclick","CB_Totalclick_forward","CB_Correctclick_forward","CB_Totalclick_backward","CB_Correctclick_backward","CB_EFF","CB_EFF_forward","CB_EFF_backward"
26045,0.65625,1.75296666666667,0.21497716555238,-0.419806627192185,0.402313452380952,0.75,1.92970833333333,0.428989583411215,-0.411393580821146,0.456416628200492,0.399854017857143,0.5625,1.51731111111111,0.154824722906571,0.392420190358846,0.405592698412698,5.5625,4.59375,5.625,4.9375,5.5,4.25,0.374365361577516,0.388659771554423,0.370721598148772
26433,0.625,2.66609325,0.38247407906402,-0.155199680558128,0.641020225595238,0.625,2.6795375,0.542128329343293,-0.159893061269562,0.536159574555057,0.619499061904762,0.625,2.652649,0.39528023977814,0.548097084131529,0.662541389285714,5.5,4.40625,5.5,4.4375,5.5,4.375,0.234425408788684,0.233249208118938,0.235613531982558
27250,0.6875,2.40026568181818,0.336543701441501,-0.263840616632225,0.568433985660173,0.75,2.89419166666667,0.510276418389359,-0.214033630524121,0.569581973025127,0.632109577876984,0.625,1.8075545,0.233527974977398,0.439109752826437,0.492023275,5.5,3.96875,5.5,4.4375,5.5,3.5,0.28642662568888,0.259139713736996,0.345771040375269
27532,0.625,3.21316,0.469078034690353,-0.158140689107802,0.839042773809524,0.6875,3.55213636363636,0.60295640318316,-0.124735673711819,0.635026900620717,0.802439437229437,0.5625,2.79885555555556,0.417523549244953,0.563759128537257,0.883780185185185,5.46875,4.21875,5.5,4.625,5.4375,3.8125,0.194512567067933,0.193545497587879,0.200975001687198
27890,0.6875,3.09941818181818,0.447127580031822,-0.171341424561113,0.681025968614719,0.8125,3.58234615384615,0.588396302399575,-0.162347894463708,0.63566667705793,0.699146254578755,0.5625,2.40185555555556,0.355212988365068,0.520116872337505,0.654852222222222,5.28125,4.3125,5.5,4.75,5.0625,3.875,0.221815824670906,0.226806669458133,0.234193933394089
27956,0.59375,2.22105789473684,0.308914806576757,-0.247253609177526,0.611120977443609,0.625,2.70448,0.489521579943018,-0.175102715696666,0.547496597854021,0.723597190476191,0.5625,1.68392222222222,0.216478257331757,0.425104893375237,0.486147407407407,5.5625,3.65625,5.5625,3.625,5.5625,3.6875,0.267327565574489,0.231098029935514,0.334041556419207
28034,0.625,3.81818,0.556340868658862,-0.0475483433519774,1.04395186904762,0.6875,3.88967272727273,0.666997399977183,-0.0548875818990986,0.67544524074947,0.954937337662337,0.5625,3.7308,0.542521809107123,0.656672261255499,1.15274740740741,5.1875,4.375,5.5,4.625,4.875,4.125,0.163690554138359,0.176750088813268,0.150771952396269
28769,0.34375,2.13996545454545,0.291277894098444,-0.276037875678055,0.619330825757576,0.625,2.1901185,0.47885642595606,-0.24479841436725,0.484607428607081,0.599342158333333,0.0625,1.638435,0.21442921672769,0.421346399445853,0.8192175,5.5625,2.46875,5.5,4.375,5.625,0.5625,0.160633434184579,0.285372686455094,0.0381461577664051
29529,0.65625,4.58634285714286,0.519952218302261,-0.0580678893657277,0.911864353741496,0.6875,4.39677272727273,0.652534208988062,-0.0443824198531278,0.660306376064248,0.938911464646464,0.625,4.79487,0.503685850804423,0.643984825204257,0.882112531746032,5.5,4.75,5.625,4.875,5.375,4.625,0.143087863345834,0.156364688976419,0.130347642376123
30092,0.6875,1.74707590909091,0.196613837786594,-0.419429957763703,0.410838785984849,0.8125,2.02355538461538,0.421065527365027,-0.383562667966984,0.461807776704242,0.442426548076923,0.5625,1.34771666666667,0.102443219291372,0.362215611652828,0.365212018518519,5.46875,4.4375,5.4375,4.5625,5.5,4.3125,0.393514670096814,0.401521009099749,0.417372593151379
30154,0.5625,3.75552222222222,0.510248718376164,-0.00311838886739671,0.990224074074074,0.5625,2.77483333333333,0.634898958007537,-0.0916434911256617,0.571345038657255,0.81242037037037,0.5625,4.73621111111111,0.587566221266132,0.69845287735782,1.16802777777778,5.375,3.46875,5.375,3.375,5.375,3.5625,0.149779435912153,0.202714877770437,0.118765820780324
30514,0.625,2.909375,0.438925420824307,-0.131862266136712,0.679357797619048,0.5625,3.41237777777778,0.57897797970218,-0.0525076952914546,0.637912619042835,0.805220793650794,0.6875,2.49782727272727,0.371351211760817,0.530758729332553,0.576378982683983,5.5625,4.28125,5.625,4.25,5.5,4.3125,0.214822771213749,0.164841068788789,0.275239207893406
30576,0.769230769230769,4.721914,0.63575781591552,0.0216821777784006,1.1344047077381,0.666666666666667,5.4372295,0.73327502932625,0.0401005560042864,0.788242739709363,1.21624419047619,0.909090909090909,4.0065985,0.569063352960885,0.678307318943138,1.052565225,4.84615384615385,4.07692307692308,5.26666666666667,4.13333333333333,4.27272727272727,4,0.162906560608848,0.122611463552654,0.226898429950221
30819,0.296296296296296,2.5779375,0.406930885922269,-0.227761104561719,0.794917291666667,0,NA,0.551378718398713,-0.322472729944796,NA,NA,0.5,2.5779375,0.406930885922269,0.551378718398713,0.794917291666667,5.22222222222222,3.07407407407407,5.36363636363636,2.36363636363636,5.125,3.5625,0.114935407199087,NA,0.193953499648459
31431,0.71875,7.09411304347826,0.675737494699417,0.0405666096086461,1.41701681504486,0.625,2.46477,0.783532688866276,-0.172383245053831,0.523930677154828,0.54861869047619,0.8125,10.6551461538462,0.919379169712986,0.983226544028928,2.08501537240537,5.53125,4.625,5.625,4.5,5.4375,4.75,0.101316400738886,0.253573355728932,0.0762542332379659
